User ID,Age,Quantity,EstimatedSalary,Discount
15624510,19,43,19000,9
15810944,35,26,20000,3
15668575,26,29,43000,1
15603246,27,22,57000,4
15804002,19,22,76000,7
15728773,27,5,58000,9
15598044,27,0,84000,12
15694829,32,1,150000,2
15600575,25,3,33000,16
15727311,35,15,65000,18
15570769,26,31,80000,3
15606274,26,2,52000,5
15746139,20,44,86000,6
15704987,32,34,18000,8
15628972,18,2,82000,9
15697686,29,26,80000,12
15733883,47,21,25000,66
15617482,45,49,26000,88
15704583,46,38,28000,23
15621083,48,39,29000,44
15649487,45,38,22000,56
15736760,47,39,49000,11
15714658,48,42,41000,77
15599081,45,23,22000,32
15705113,46,3,23000,12
15631159,47,17,20000,34
15792818,49,44,28000,56
15633531,47,2,30000,67
15744529,29,23,43000,84
15669656,31,4,18000,23
15581198,31,27,74000,18
15729054,27,42,137000,3
15573452,21,13,16000,5
15776733,28,48,44000,6
15724858,27,18,90000,8
15713144,35,14,27000,9
15690188,33,35,28000,12
15689425,30,50,49000,66
15671766,26,16,72000,18
15782806,27,9,31000,3
15764419,27,39,17000,5
15591915,33,46,51000,6
15772798,35,0,108000,8
15792008,30,38,15000,9
15715541,28,34,84000,12
15639277,23,50,20000,66
15798850,25,1,79000,18
15776348,27,42,54000,3
15727696,30,13,135000,5
15793813,31,44,89000,6
15694395,24,31,32000,8
15764195,18,45,44000,9
15744919,29,15,83000,12
15671655,35,36,23000,66
15654901,27,3,58000,66
15649136,24,3,55000,12
15775562,23,16,48000,34
15807481,28,46,79000,56
15642885,22,5,18000,67
15789109,32,1,117000,84
15814004,27,16,20000,23
15673619,25,22,87000,6
15595135,23,46,66000,8
15583681,32,30,120000,9
15605000,59,0,83000,12
15718071,24,40,58000,66
15679760,24,36,19000,18
15654574,23,15,82000,3
15577178,22,35,63000,5
15595324,31,42,68000,6
15756932,25,35,80000,5
15726358,24,31,27000,6
15595228,20,7,23000,34
15782530,33,24,113000,56
15592877,32,13,18000,67
15651983,34,7,112000,5
15746737,18,32,52000,6
15774179,22,11,27000,8
15667265,28,36,87000,9
15655123,26,9,17000,12
15595917,30,9,80000,66
15668385,39,20,42000,18
15709476,20,36,49000,1
15711218,35,35,88000,4
15798659,30,41,62000,7
15663939,31,31,118000,9
15694946,24,20,55000,12
15631912,28,19,85000,2
15768816,26,41,81000,16
15682268,35,7,50000,18
15684801,22,29,81000,3
15636428,30,25,116000,5
15809823,26,0,15000,6
15699284,29,28,28000,8
15786993,29,20,83000,9
15709441,35,3,44000,12
15710257,35,32,25000,66
15582492,28,45,123000,88
15575694,35,0,73000,23
15756820,28,31,37000,44
15766289,27,50,88000,56
15593014,28,39,59000,11
15584545,32,47,86000,9
15675949,33,38,149000,12
15672091,19,38,21000,66
15801658,21,3,72000,18
15706185,26,46,35000,3
15789863,27,3,89000,5
15720943,26,32,86000,6
15697997,38,49,80000,8
15665416,39,31,71000,9
15660200,37,45,71000,12
15619653,38,34,61000,66
15773447,37,18,55000,66
15739160,42,17,80000,12
15689237,40,43,57000,34
15679297,35,2,75000,56
15591433,36,35,52000,67
15642725,40,25,59000,84
15701962,41,7,59000,23
15811613,36,28,75000,6
15741049,37,3,72000,8
15724423,40,7,75000,9
15574305,35,32,53000,12
15678168,41,15,51000,66
15697020,39,10,61000,18
15610801,42,19,65000,3
15745232,26,11,32000,5
15722758,30,1,17000,6
15792102,26,20,84000,5
15675185,31,5,58000,6
15801247,33,34,31000,34
15725660,30,50,87000,56
15638963,21,50,68000,67
15800061,28,46,55000,5
15578006,23,12,63000,6
15668504,20,26,82000,8
15687491,30,36,107000,9
15610403,28,22,59000,12
15741094,19,41,25000,66
15807909,19,25,85000,18
15666141,18,21,68000,1
15617134,35,37,59000,4
15783029,30,33,89000,7
15622833,34,20,25000,9
15746422,24,46,89000,12
15750839,27,7,96000,2
15749130,41,5,30000,16
15779862,29,17,61000,18
15767871,20,18,74000,3
15679651,26,4,15000,5
15576219,41,7,45000,6
15699247,31,36,76000,8
15619087,36,41,50000,9
15605327,40,39,47000,12
15610140,31,16,15000,66
15791174,46,4,59000,88
15602373,29,36,75000,5
15762605,26,39,30000,6
15598840,32,38,135000,8
15744279,32,19,100000,9
15670619,25,45,90000,1
15599533,37,13,33000,7
15757837,35,9,38000,2
